post_id,caption_text,topic,hashtags_count,post_length,likes,shares,comments,is_viral
1658,learning ai is the future,motivation,4,184,501,9603,2973,1
1659,this post will change your life,news,10,157,33681,2912,5193,1
1660,this post will change your life,motivation,1,43,43776,4443,4391,0
1661,this post will change your life,education,9,199,26639,6346,5223,1
1662,breaking news happening now,tech,11,151,28004,8004,2701,1
1663,stay consistent and grow,motivation,9,75,43975,2985,3758,0
1664,stay consistent and grow,meme,12,81,20979,8070,2750,1
1665,hard work always pays off,education,8,284,19062,7282,7046,1
1666,stay consistent and grow,,2,268,43996,4631,4746,1
1667,,education,14,134,36738,4651,2718,0
1668,hard work always pays off,news,3,158,44295,5873,5816,0
1669,this post will change your life,meme,14,21,9467,6211,2038,1
1670,stay consistent and grow,education,1,42,5730,6795,7295,1
1671,this post will change your life,meme,7,61,36369,5302,4761,0
1672,hard work always pays off,tech,6,165,9817,8451,2875,0
1673,coding memes are funny,,2,76,42520,2969,6037,1
1674,breaking news happening now,meme,14,283,30151,3336,5957,1
1675,breaking news happening now,news,10,16,11537,780,7507,0
1676,stay consistent and grow,news,10,255,44055,6766,7159,0
1677,coding memes are funny,motivation,4,12,19524,3582,3771,1
1678,this post will change your life,,11,298,16201,4148,5930,1
1679,hard work always pays off,tech,0,37,10,6267,893,0
1680,,tech,11,79,24835,60,6606,1
1681,breaking news happening now,meme,5,247,39947,2436,6641,0
1682,coding memes are funny,news,9,285,36425,9035,7580,0
1683,,news,5,19,35723,9179,5022,0
1684,coding memes are funny,news,11,14,2794,5577,5513,0
1685,learning ai is the future,tech,4,276,44122,1408,4145,1
1686,stay consistent and grow,news,8,102,23776,5538,845,1
1687,coding memes are funny,motivation,14,217,2527,9883,5373,1
1688,learning ai is the future,education,3,50,46084,818,520,0
1689,learning ai is the future,news,1,128,8214,6593,6487,1
1690,stay consistent and grow,motivation,11,236,44215,580,3300,1
1691,breaking news happening now,motivation,6,133,23767,3406,3675,0
1692,,education,4,285,45641,2368,210,1
1693,,tech,6,50,4096,2839,6684,1
1694,this post will change your life,news,6,268,32396,8712,3987,0
1695,this post will change your life,,6,45,19235,7870,6194,0
1696,coding memes are funny,motivation,2,147,33853,4412,7950,0
1697,hard work always pays off,motivation,12,48,47426,327,2356,1
1698,,education,4,259,6891,8726,1191,1
1699,,,12,133,31181,7662,6591,0
1700,hard work always pays off,motivation,0,115,423,8912,3762,0
1701,learning ai is the future,news,5,229,48885,8794,5434,1
1702,,tech,3,197,19692,5852,995,1
1703,stay consistent and grow,motivation,1,121,25903,6462,3167,1
1704,coding memes are funny,tech,2,259,7278,3670,376,1
1705,coding memes are funny,motivation,14,253,46765,8010,788,1
1706,this post will change your life,motivation,14,142,2456,3591,1251,0
1707,hard work always pays off,news,2,49,47909,8690,6939,0
1708,breaking news happening now,tech,13,105,18101,4185,2811,1
1709,,,0,287,8668,6652,37,1
1710,,meme,6,171,30544,6899,1205,1
1711,stay consistent and grow,news,9,289,1617,8711,6789,0
1712,coding memes are funny,tech,13,26,17867,8134,1860,1
1713,coding memes are funny,tech,2,184,20908,3186,4038,0
1714,this post will change your life,tech,6,89,34459,5663,4460,0
1715,breaking news happening now,meme,9,110,36605,3171,2670,1
1716,breaking news happening now,news,9,140,48692,9036,498,0
1717,breaking news happening now,meme,11,230,1845,9598,5911,0
1718,stay consistent and grow,motivation,14,208,41055,3776,1570,0
1719,breaking news happening now,education,8,117,37139,6462,7964,1
1720,,meme,12,22,27111,7732,4975,1
1721,hard work always pays off,motivation,14,147,30518,6210,3021,1
1722,stay consistent and grow,meme,14,263,12224,9373,7394,0
1723,,tech,12,87,42187,6714,3011,0
1724,learning ai is the future,education,5,187,3861,3480,6481,0
1725,,education,7,126,8331,4256,687,0
1726,breaking news happening now,,10,15,38074,527,4757,0
1727,learning ai is the future,motivation,10,185,31334,6704,3815,1
1728,learning ai is the future,,0,224,30184,8686,6045,0
1729,,meme,7,141,2910,2844,3389,0
1730,this post will change your life,meme,7,170,9445,6340,6185,1
1731,breaking news happening now,meme,11,267,17381,6096,6378,0
1732,hard work always pays off,motivation,2,38,8539,8564,142,1
1733,this post will change your life,meme,5,269,13256,7408,5802,0
1734,,education,13,204,14933,5304,7944,1
1735,this post will change your life,education,14,279,25862,9912,531,1
1736,,news,13,178,41283,9680,2880,0
1737,learning ai is the future,meme,13,270,27292,7413,6328,1
1738,coding memes are funny,meme,5,124,13300,105,6545,0
1739,hard work always pays off,,6,175,38007,1045,3395,1
1740,stay consistent and grow,education,2,44,39212,5911,4123,1
1741,breaking news happening now,education,14,187,30089,8091,4806,0
1742,breaking news happening now,tech,9,291,26473,4408,2317,0
1743,hard work always pays off,tech,0,51,38868,3840,7420,0
1744,breaking news happening now,news,12,297,29315,9060,3879,1
1745,coding memes are funny,education,8,189,31511,7961,1787,1
1746,stay consistent and grow,news,5,83,21913,7665,1273,0
1747,coding memes are funny,meme,4,189,27575,7292,5489,1
1748,breaking news happening now,meme,14,103,13127,2742,4389,1
1749,this post will change your life,education,1,161,27670,8021,3984,0
1750,stay consistent and grow,motivation,3,49,14600,3849,6969,0
1751,stay consistent and grow,news,4,91,31768,6541,3430,1
1752,breaking news happening now,motivation,9,6,26851,1375,4017,0
1753,breaking news happening now,meme,3,150,23174,8172,197,1
1754,hard work always pays off,,9,251,36192,4259,1212,1
1755,coding memes are funny,news,3,161,4794,3890,153,1
1756,stay consistent and grow,meme,10,7,46909,1902,3698,0
1757,this post will change your life,tech,5,229,8592,4512,3898,0
1758,hard work always pays off,education,14,223,11426,5583,3752,0
1759,hard work always pays off,tech,14,170,42837,3714,2755,0
1760,this post will change your life,news,3,161,313,6233,219,1
1761,this post will change your life,tech,12,163,23068,631,460,0
1762,hard work always pays off,,11,130,7614,4769,2657,0
1763,breaking news happening now,news,8,197,29495,1833,3245,1
1764,,motivation,11,159,33394,9992,6353,0
1765,this post will change your life,education,1,159,25406,6413,1175,0
1766,stay consistent and grow,motivation,4,122,21713,7520,7517,1
1767,learning ai is the future,,13,7,10569,8293,3697,0
1768,this post will change your life,meme,2,161,45175,9604,4233,1
1769,stay consistent and grow,education,7,145,47416,4338,4033,0
1770,hard work always pays off,tech,13,64,42630,4128,2986,0
1771,learning ai is the future,news,14,88,49253,8272,822,0
1772,hard work always pays off,education,2,202,47309,7252,4828,0
1773,coding memes are funny,meme,7,101,23769,3846,6720,0
1774,coding memes are funny,motivation,7,165,44305,1831,4048,1
1775,breaking news happening now,meme,1,10,9553,2210,6933,1
1776,this post will change your life,tech,10,284,41733,7611,186,1
1777,,news,12,209,24556,6788,857,1
1778,,news,9,247,2858,6075,5495,0
1779,hard work always pays off,tech,12,185,13272,4100,1865,0
1780,learning ai is the future,news,6,132,44728,215,2439,0
1781,stay consistent and grow,education,10,104,39976,6101,2294,1
1782,this post will change your life,education,5,292,13899,5035,1619,0
1783,breaking news happening now,tech,10,73,20028,3788,5653,0
1784,hard work always pays off,tech,0,246,33885,2773,1464,0
1785,stay consistent and grow,meme,1,49,32786,601,1459,0
1786,stay consistent and grow,news,3,36,15892,1872,1327,0
1787,hard work always pays off,,1,32,12194,6456,1143,0
1788,coding memes are funny,motivation,4,242,19014,177,2135,1
1789,breaking news happening now,tech,2,274,31797,691,6549,1
1790,stay consistent and grow,meme,14,145,27497,5770,6576,1
1791,hard work always pays off,tech,5,172,40786,2077,3547,1
1792,coding memes are funny,tech,8,117,3045,5805,2689,0
1793,,education,13,117,13849,8918,3001,0
1794,,,9,290,45736,5497,4009,0
1795,coding memes are funny,news,6,38,28625,1934,6979,0
1796,learning ai is the future,,13,50,18827,6203,5668,0
1797,stay consistent and grow,tech,4,5,11429,3674,148,1
1798,breaking news happening now,news,0,191,40017,2053,1531,0
1799,breaking news happening now,meme,0,174,27909,9949,6425,1
1800,,tech,0,246,27773,2052,5774,1
1801,hard work always pays off,,14,279,44623,7074,4578,0
1802,,motivation,2,27,31065,5558,558,1
1803,learning ai is the future,,6,70,17830,1037,5390,0
1804,this post will change your life,education,14,90,3120,3344,2645,1
1805,hard work always pays off,motivation,12,204,6225,8072,3456,0
1806,coding memes are funny,education,8,91,15396,679,3507,0
1807,this post will change your life,tech,13,231,1881,6691,4569,0
1808,this post will change your life,,5,115,46304,7241,7676,0
1809,stay consistent and grow,tech,6,143,1316,4442,5513,1
1810,hard work always pays off,news,13,239,49365,5680,2173,0
1811,stay consistent and grow,education,10,266,34066,7603,5779,1
1812,learning ai is the future,meme,2,213,17868,3268,5051,0
1813,breaking news happening now,motivation,10,232,3236,3280,7343,0
1814,learning ai is the future,,7,189,37431,3102,248,1
1815,hard work always pays off,meme,9,86,30426,8376,3584,1
1816,breaking news happening now,education,5,165,802,4685,1355,1
1817,this post will change your life,meme,2,193,49235,4566,4477,1
1818,,education,12,22,10413,3932,4904,0
1819,,news,11,11,40610,9830,3068,0
1820,coding memes are funny,news,1,289,47060,2478,2071,0
1821,stay consistent and grow,meme,8,201,25055,955,4057,0
1822,learning ai is the future,meme,10,227,40469,7773,2751,0
1823,stay consistent and grow,,6,78,27789,3349,6634,0
1824,stay consistent and grow,education,13,20,22686,6559,1393,0
1825,,news,9,264,34576,1786,6589,0
1826,breaking news happening now,,9,69,22166,723,3007,0
1827,learning ai is the future,meme,14,76,12858,7297,7937,1
1828,breaking news happening now,,12,133,10840,6008,915,0
1829,coding memes are funny,education,8,224,1489,6719,7605,1
1830,stay consistent and grow,education,3,135,6970,2041,2962,1
1831,hard work always pays off,meme,3,68,13441,8603,3096,0
1832,,motivation,5,246,7769,514,1638,1
1833,hard work always pays off,,1,70,18401,9658,2048,0
1834,breaking news happening now,tech,9,93,25977,1122,3678,0
1835,breaking news happening now,education,0,278,12555,9661,7225,1
1836,hard work always pays off,news,13,110,41737,2494,6723,1
1837,this post will change your life,,9,43,10871,3602,770,0
1838,,tech,2,128,35585,901,4515,1
1839,this post will change your life,education,11,125,7802,6602,5834,1
1840,,,13,88,5923,8261,3573,1
1841,this post will change your life,motivation,10,213,2949,8145,2322,0
1842,,tech,4,267,46562,9710,6344,1
1843,coding memes are funny,news,1,116,46587,9661,2217,1
1844,breaking news happening now,tech,8,72,9832,3149,1320,0
1845,learning ai is the future,,12,296,11364,1216,19,1
1846,learning ai is the future,meme,12,226,4702,7355,7624,0
1847,breaking news happening now,education,0,5,27752,5965,7057,0
1848,hard work always pays off,meme,12,251,3820,7369,1516,1
1849,breaking news happening now,motivation,2,295,16098,9957,2488,1
1850,this post will change your life,tech,14,80,43142,6980,227,0
1851,this post will change your life,meme,4,84,45844,591,5673,0
1852,learning ai is the future,motivation,0,160,41917,5139,5855,0
1853,breaking news happening now,meme,3,292,41579,4273,6723,0
1854,learning ai is the future,news,9,242,14552,4017,989,1
1855,hard work always pays off,meme,0,295,19921,3848,5642,1
1856,stay consistent and grow,education,10,23,28072,6757,3625,1
1857,stay consistent and grow,,10,97,12524,5097,6098,0
1858,stay consistent and grow,meme,11,97,48938,9672,2540,0
1859,coding memes are funny,meme,10,84,47692,2696,1399,1
1860,,meme,6,264,48007,8608,4356,1
1861,coding memes are funny,meme,0,117,19828,5176,2937,0
1862,hard work always pays off,meme,2,119,1518,4852,4586,1
1863,this post will change your life,tech,14,176,19085,5886,6373,1
1864,this post will change your life,tech,3,66,36304,3742,2898,1
1865,this post will change your life,,3,133,39500,5882,1683,0
1866,learning ai is the future,news,14,120,35338,294,5057,1
1867,,tech,13,112,30729,964,4050,1
1868,stay consistent and grow,motivation,12,222,34795,8913,185,1
1869,learning ai is the future,education,6,208,21814,5812,1252,0
1870,coding memes are funny,meme,14,149,14849,4448,4458,1
1871,this post will change your life,meme,4,41,4654,1392,7498,1
1872,this post will change your life,meme,14,40,3162,337,1676,0
1873,,news,10,106,32338,3513,6207,1
1874,stay consistent and grow,news,7,135,26897,2379,381,1
1875,,motivation,2,201,32120,8664,7123,1
1876,hard work always pays off,meme,13,283,3133,831,7081,0
1877,coding memes are funny,news,7,51,37836,9077,7785,1
1878,stay consistent and grow,meme,10,218,36722,9242,2433,1
1879,learning ai is the future,tech,10,38,25045,8808,3070,1
1880,coding memes are funny,meme,12,222,28239,244,4529,0
1881,stay consistent and grow,motivation,8,163,49012,1800,3317,1
1882,this post will change your life,motivation,13,39,34116,688,3336,0
1883,this post will change your life,news,8,228,34509,4670,2476,1
1884,learning ai is the future,meme,8,121,12495,8816,3398,0
1885,,motivation,13,115,6898,7573,7287,0
1886,learning ai is the future,tech,14,153,33889,678,3582,1
1887,coding memes are funny,news,12,241,33513,3000,5635,1
1888,breaking news happening now,tech,0,53,48137,2927,5308,1
1889,this post will change your life,motivation,13,51,5831,6350,5359,1
1890,this post will change your life,,8,105,48747,7830,6465,0
1891,breaking news happening now,news,7,270,1138,1341,6230,1
1892,coding memes are funny,meme,12,90,15898,2350,5888,0
1893,hard work always pays off,,14,241,2492,8886,6512,1
1894,hard work always pays off,education,1,298,38409,857,3396,1
1895,this post will change your life,meme,2,40,15910,4629,415,1
1896,hard work always pays off,meme,6,200,39694,8168,4370,1
1897,,tech,2,241,15729,6175,286,0
1898,coding memes are funny,meme,1,78,39564,1045,821,1
1899,hard work always pays off,education,3,239,43552,5821,4099,0
1900,learning ai is the future,news,8,118,32098,987,4998,0
1901,coding memes are funny,news,14,235,46017,5110,5151,0
1902,breaking news happening now,,1,141,26727,2537,352,0
1903,this post will change your life,education,0,17,15882,5166,2053,0
1904,coding memes are funny,tech,9,189,44436,8192,353,1
1905,hard work always pays off,,14,86,32406,3011,2942,1
1906,coding memes are funny,education,13,169,18987,3535,4146,0
1907,stay consistent and grow,news,6,15,40896,4133,6670,0
1908,breaking news happening now,,13,10,19013,9640,4862,0
1909,stay consistent and grow,education,10,179,16829,2531,1563,1
1910,coding memes are funny,tech,0,289,36592,6541,4175,0
1911,breaking news happening now,,5,107,15569,6378,2041,1
